release,id,rg,ctr_n,ctr,yr,mn,sub,cst_n,cst,mag,pty_n,pty,can,pev1,vot1,vv1,ivv1,to1,cv1,cvs1,pv1,pvs1,pev2,vot2,vv2,ivv2,to2,cv2,cvs2,pv2,pvs2,seat
8,1438,Western Europe,Italy,380,2013,2,-990,CAMPANIA 2,5,28,rifondazione missina italiana,85,-990,2175256,1552583,1444819,107764,0.7137472629547119,-990,-990,1766,0.0011968775652348995,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,partito repubblicano italiano,41,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,5580,0.002088654087856412,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,fiamma tricolore,60,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,4222,0.0015803399728611112,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,rivoluzione civile,87,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,51630,0.01932566426694393,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,il popolo della libertà,65,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,434534,0.16265074908733368,-990,-990,-990,-990,-990,-990,-990,-990,-990,5
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,intesa popolare,68,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,1299,4.8622966278344393e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,casapound italia,55,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,2817,0.0010544334072619677,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,scelta civica con monti per l'italia,88,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,211777,0.07927040755748749,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,sinistra ecologica libertà,89,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,77312,0.028938712552189827,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,la destra,70,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,8659,0.0032411569263786077,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,io amo l'italia,69,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,6900,0.0025827442295849323,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,fare per fermare il declino,59,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,35680,0.013355407863855362,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,lega nord,15,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,69108,0.025867868214845657,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,partito comunista dei lavoratori,78,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,14159,0.005299865733832121,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,forza nuova,61,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,7091,0.002654237439855933,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,unione di centro,92,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,29568,0.011067620478570461,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,fratelli d'italia,62,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,35990,0.013471444137394428,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,futuro e libertà,63,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,7190,0.0026912942994385958,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,partito democratico,79,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,989810,0.370496541261673,-990,-990,-990,-990,-990,-990,-990,-990,-990,28
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,centro democratico,56,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,6062,0.0022690717596560717,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,lista amnistia giustizia libertà,73,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,6264,0.002344682579860091,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,moVimento 5 stelle,76,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,658475,0.2464742660522461,-990,-990,-990,-990,-990,-990,-990,-990,-990,7
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,moderati in rivoluzione,75,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,6280,0.002350671449676156,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,EMILIA ROMAGNA,6,45,grande sud - mpa,5017,-990,3338137,2740478,2650657,89821,0.8209603428840637,-990,-990,1170,4.379435849841684e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,fare per fermare il declino,59,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,12503,0.017347857356071472,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,scelta civica con monti per l'italia,88,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,77557,0.10760999470949173,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,sinistra ecologica libertà,89,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,17880,0.024808421730995178,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,futuro e libertà,63,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,3842,0.005330758169293404,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,centro democratico,56,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,2346,0.0032550645992159843,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,unione di centro,92,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,11633,0.016140736639499664,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,moVimento 5 stelle,76,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,196037,0.2720004916191101,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,partito democratico,79,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,178001,0.2469756007194519,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,fratelli d'italia,62,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,12920,0.017926443368196487,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,rivoluzione civile,87,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,15127,0.020988646894693375,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,il popolo della libertà,65,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,134118,0.18608812987804413,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,forza nuova,61,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,4142,0.005747006740421057,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,la destra,70,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,4813,0.0066780163906514645,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,grande sud - mpa,5017,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,398,5.522232386283576e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,moderati in rivoluzione,75,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,1096,0.0015206951647996902,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,FRIULI-VENEZIA GIULIA,7,12,lega nord,15,-990,964045,744206,716177,28029,0.7719618678092957,-990,-990,48310,0.0670299157500267,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,fare per fermare il declino,59,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,20363,0.008410799317061901,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,fratelli d'italia,62,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,62794,0.025936637073755264,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,moderati in rivoluzione,75,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,3211,0.0013262818101793528,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,staminali d'italia,90,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,586,2.4204334476962686e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,forza nuova,61,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,8288,0.003423302434384823,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,sinistra ecologica libertà,89,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,101017,0.04172439128160477,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,lega nord,15,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,3006,0.0012416079407557845,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,unione popolare,93,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,1475,6.092388066463172e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,rivoluzione civile,87,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,65547,0.02707374468445778,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,la destra,70,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,42638,0.017611337825655937,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,partito democratico,79,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,656650,0.27122485637664795,-990,-990,-990,-990,-990,-990,-990,-990,-990,21
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,centro democratico,56,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,7009,0.002895020181313157,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,lista amnistia giustizia libertà,73,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,8333,0.0034418893046677113,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,il popolo della libertà,65,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,498904,0.20606893301010132,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,partito comunista dei lavoratori,78,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,7990,0.00330021558329463,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,intesa popolare,68,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,1843,7.612386834807694e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,moVimento 5 stelle,76,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,689613,0.2848399877548218,-990,-990,-990,-990,-990,-990,-990,-990,-990,8
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,grande sud - mpa,5017,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,1534,6.336083170026541e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,scelta civica con monti per l'italia,88,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,170925,0.07059941440820694,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,futuro e libertà,63,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,13125,0.0054211923852562904,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,movimento progetto italia - mid,5019,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,2079,8.587168995290995e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,unione di centro,92,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,31385,0.012963362038135529,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,casapound italia,55,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,12090,0.004993692971765995,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,fiamma tricolore,60,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,5734,0.0023683898616582155,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 1,8,42,liberali per l'italia - pli,5018,-990,3202373,2483915,2398728,85187,0.7756482362747192,-990,-990,4915,0.002030107658356428,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,moVimento 5 stelle,76,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,240880,0.2689098119735718,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,moderati in rivoluzione,75,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,2103,0.0023477140348404646,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,casapound italia,55,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,4318,0.004820460919290781,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,rivoluzione civile,87,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,19384,0.02163960412144661,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,la destra,70,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,19047,0.02126338891685009,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,centro democratico,56,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,2514,0.00280653964728117,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,fare per fermare il declino,59,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,4456,0.0049745189025998116,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,partito democratico,79,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,196186,0.21901503205299377,-990,-990,-990,-990,-990,-990,-990,-990,-990,7
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,unione di centro,92,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,18425,0.020569011569023132,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,il popolo della libertà,65,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,257799,0.28779757022857666,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,tutti insieme per l'italia,91,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,1485,0.0016578008653596044,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,fiamma tricolore,60,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,3599,0.004017794970422983,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,democrazia atea,57,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,598,6.675858167000115e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,fratelli d'italia,62,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,28750,0.032095473259687424,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,partito comunista dei lavoratori,78,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,3938,0.004396242089569569,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,futuro e libertà,63,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,4435,0.004951075185090303,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,scelta civica con monti per l'italia,88,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,53660,0.059904105961322784,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,lega nord,15,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,2869,0.003202849067747593,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,intesa popolare,68,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,1452,0.0016209608875215054,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,forza nuova,61,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,3105,0.0034663109108805656,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LAZIO 2,9,16,sinistra ecologica libertà,89,-990,1227950,949876,874623,75253,0.7735461592674255,-990,-990,26762,0.029876139014959335,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,lega nord,15,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,21862,0.023396531119942665,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,partito democratico,79,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,258766,0.27692922949790955,-990,-990,-990,-990,-990,-990,-990,-990,-990,9
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,centro democratico,56,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,2353,0.0025181611999869347,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,scelta civica con monti per l'italia,88,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,78409,0.08391266316175461,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,il popolo della libertà,65,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,174568,0.18682123720645905,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,la destra,70,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,5346,0.005721244961023331,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,fare per fermare il declino,59,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,10501,0.011238083243370056,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,rivoluzione civile,87,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,19509,0.020878370851278305,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,unione di centro,92,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,10556,0.011296943761408329,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,futuro e libertà,63,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,3619,0.0038730239029973745,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,moVimento 5 stelle,76,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,300080,0.32114315032958984,-990,-990,-990,-990,-990,-990,-990,-990,-990,3
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,fratelli d'italia,62,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,13411,0.014352341182529926,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,partito comunista dei lavoratori,78,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,6046,0.0064703794196248055,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LIGURIA,10,16,sinistra ecologica libertà,89,-990,1274561,957394,928687,28707,0.7511559128761292,-990,-990,29386,0.03144865483045578,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,forza nuova,61,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,8059,0.00349012715741992,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,io amo l'italia,69,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,4194,0.001816303818486631,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,rivoluzione civile,87,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,40686,0.017619965597987175,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,partito comunista dei lavoratori,78,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,8878,0.0038448129780590534,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,lega nord,15,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,200214,0.08670707046985626,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,il popolo della libertà,65,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,476981,0.20656710863113403,-990,-990,-990,-990,-990,-990,-990,-990,-990,5
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,moVimento 5 stelle,76,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,472154,0.20447666943073273,-990,-990,-990,-990,-990,-990,-990,-990,-990,6
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,riformisti italiani,86,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,1286,5.569305503740907e-4,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,sinistra ecologica libertà,89,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,68974,0.02987070567905903,-990,-990,-990,-990,-990,-990,-990,-990,-990,2
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,fratelli d'italia,62,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,35074,0.015189566649496555,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,moderati in rivoluzione,75,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,2808,0.0012160660699009895,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
8,1438,Western Europe,Italy,380,2013,2,-990,LOMBARDIA 1,11,40,partito democratico,79,-990,2997661,2376777,2287167,89610,0.792877197265625,-990,-990,638627,0.27657145261764526,-990,-990,-990,-990,-990,-990,-990,-990,-990,21
